Date,Time,Average,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5
15/8/17,21:05,23.04,22.31,22.44,23.94,22.44,24.06
15/8/17,21:10,22.99,22.25,22.44,23.87,22.37,24.00
15/8/17,21:15,22.97,22.25,22.37,23.87,22.37,24.00
15/8/17,21:20,22.94,22.25,22.37,23.81,22.31,23.94
15/8/17,21:25,22.91,22.19,22.31,23.81,22.31,23.94
15/8/17,21:30,22.90,22.19,22.31,23.81,22.31,23.87
15/8/17,21:35,22.86,22.12,22.31,23.75,22.25,23.87
15/8/17,21:40,22.86,22.12,22.31,23.75,22.25,23.87
15/8/17,21:45,22.84,22.06,22.25,23.75,22.25,23.87
15/8/17,21:50,22.79,22.06,22.19,23.69,22.19,23.81
15/8/17,21:55,22.79,22.06,22.19,23.69,22.19,23.81
15/8/17,22:00,22.77,22.00,22.19,23.69,22.19,23.81
15/8/17,22:05,22.76,22.00,22.12,23.69,22.19,23.81
15/8/17,22:10,22.74,22.00,22.12,23.62,22.19,23.75
15/8/17,22:15,22.74,22.00,22.12,23.62,22.12,23.81
15/8/17,22:20,22.70,21.94,22.06,23.62,22.12,23.75
15/8/17,22:25,22.69,21.94,22.06,23.62,22.06,23.75
15/8/17,22:30,22.66,21.94,22.06,23.56,22.06,23.69
15/8/17,22:35,22.69,21.94,22.06,23.56,22.12,23.75
15/8/17,22:40,22.64,21.87,22.00,23.56,22.06,23.69
15/8/17,22:45,22.64,21.94,22.00,23.50,22.06,23.69
15/8/17,22:50,22.61,21.87,22.00,23.50,22.00,23.69
15/8/17,22:55,22.61,21.87,22.00,23.50,22.00,23.69
15/8/17,23:00,22.59,21.81,21.94,23.50,22.00,23.69
15/8/17,23:05,22.59,21.87,21.94,23.44,22.00,23.69
15/8/17,23:10,22.57,21.87,21.87,23.44,22.00,23.69
15/8/17,23:15,22.56,21.81,21.94,23.37,22.00,23.69
15/8/17,23:20,22.52,21.81,21.87,23.37,21.94,23.62
15/8/17,23:25,22.51,21.75,21.87,23.37,21.94,23.62
15/8/17,23:30,22.49,21.81,21.81,23.37,21.87,23.56
15/8/17,23:35,22.52,21.81,21.87,23.37,21.94,23.62
15/8/17,23:40,22.49,21.75,21.81,23.37,21.87,23.62
15/8/17,23:45,22.47,21.75,21.81,23.31,21.87,23.62
15/8/17,23:50,22.41,21.69,21.75,23.31,21.81,23.50
15/8/17,23:55,22.71,22.00,22.12,23.37,22.37,23.69
16/8/17,0:00,22.99,22.31,22.37,23.56,22.81,23.87
16/8/17,0:05,23.17,22.44,22.62,23.69,23.00,24.12
16/8/17,0:10,23.31,22.56,22.75,23.81,23.12,24.31
16/8/17,0:15,23.41,22.62,22.94,23.94,23.19,24.37
16/8/17,0:20,23.44,22.62,22.94,24.00,23.19,24.44
16/8/17,0:25,23.42,22.62,22.87,24.00,23.19,24.44
16/8/17,0:30,23.41,22.62,22.87,24.00,23.12,24.44
16/8/17,0:35,23.42,22.69,22.87,24.00,23.06,24.50
16/8/17,0:40,23.45,22.69,22.87,24.06,23.06,24.56
16/8/17,0:45,23.55,22.75,22.94,24.19,23.19,24.69
16/8/17,0:50,23.64,22.81,23.06,24.31,23.25,24.75
16/8/17,0:55,23.47,22.75,22.87,24.19,23.00,24.56
16/8/17,1:00,23.35,22.62,22.75,24.19,22.81,24.37
16/8/17,1:05,23.27,22.56,22.69,24.12,22.69,24.31
16/8/17,1:10,23.19,22.56,22.56,24.06,22.56,24.19
16/8/17,1:15,23.17,22.50,22.69,24.00,22.50,24.19
16/8/17,1:20,23.17,22.50,22.69,24.00,22.50,24.19
16/8/17,1:25,23.15,22.44,22.69,24.00,22.50,24.12
16/8/17,1:30,23.17,22.44,22.75,24.00,22.50,24.19
16/8/17,1:35,23.15,22.44,22.69,24.06,22.44,24.12
16/8/17,1:40,23.12,22.37,22.69,24.00,22.50,24.06
16/8/17,1:45,23.10,22.31,22.69,24.00,22.44,24.06
16/8/17,1:50,23.07,22.31,22.69,23.94,22.44,24.00
16/8/17,1:55,23.09,22.31,22.69,24.00,22.44,24.00
16/8/17,2:00,23.10,22.31,22.69,24.00,22.44,24.06
16/8/17,2:05,23.05,22.31,22.62,24.00,22.37,23.94
16/8/17,2:10,23.00,22.31,22.56,23.94,22.31,23.87
16/8/17,2:15,22.99,22.25,22.56,23.94,22.31,23.87
16/8/17,2:20,22.94,22.25,22.50,23.87,22.25,23.81
16/8/17,2:25,22.92,22.25,22.44,23.87,22.25,23.81
16/8/17,2:30,22.91,22.25,22.44,23.81,22.19,23.87
16/8/17,2:35,22.86,22.19,22.31,23.81,22.19,23.81
16/8/17,2:40,22.84,22.12,22.31,23.81,22.12,23.81
16/8/17,2:45,22.81,22.19,22.25,23.75,22.12,23.75
16/8/17,2:50,22.76,22.06,22.19,23.69,22.12,23.75
16/8/17,2:55,22.75,22.12,22.19,23.69,22.06,23.69
16/8/17,3:00,22.72,22.06,22.19,23.62,22.06,23.69
16/8/17,3:05,22.72,22.06,22.12,23.69,22.06,23.69
16/8/17,3:10,22.67,22.00,22.12,23.62,22.00,23.62
16/8/17,3:15,22.66,22.00,22.06,23.62,22.00,23.62
16/8/17,3:20,22.59,21.94,22.00,23.50,21.94,23.56
16/8/17,3:25,22.59,21.94,22.00,23.50,21.94,23.56
16/8/17,3:30,22.57,21.94,22.00,23.50,21.94,23.50
16/8/17,3:35,22.54,21.94,22.00,23.44,21.87,23.44
16/8/17,3:40,22.55,21.87,22.00,23.44,21.94,23.50
16/8/17,3:45,22.52,21.87,22.00,23.44,21.87,23.44
16/8/17,3:50,22.52,21.81,22.00,23.44,21.87,23.50
16/8/17,3:55,22.46,21.75,21.87,23.37,21.87,23.44
16/8/17,4:00,22.49,21.81,21.94,23.37,21.81,23.50
16/8/17,4:05,22.47,21.81,21.94,23.37,21.81,23.44
16/8/17,4:10,22.45,21.75,21.87,23.37,21.81,23.44
16/8/17,4:15,22.41,21.75,21.87,23.31,21.75,23.37
16/8/17,4:20,22.40,21.75,21.81,23.31,21.75,23.37
16/8/17,4:25,22.40,21.75,21.81,23.31,21.75,23.37
16/8/17,4:30,22.37,21.75,21.81,23.25,21.75,23.31
16/8/17,4:35,22.36,21.69,21.81,23.25,21.75,23.31
16/8/17,4:40,22.32,21.69,21.75,23.25,21.69,23.25
16/8/17,4:45,22.34,21.69,21.81,23.25,21.69,23.25
16/8/17,4:50,22.31,21.62,21.75,23.19,21.69,23.31
16/8/17,4:55,22.30,21.62,21.75,23.19,21.69,23.25
16/8/17,5:00,22.27,21.62,21.69,23.19,21.62,23.25
16/8/17,5:05,22.26,21.62,21.69,23.19,21.62,23.19
16/8/17,5:10,22.27,21.62,21.75,23.19,21.62,23.19
16/8/17,5:15,22.25,21.62,21.69,23.12,21.62,23.19
16/8/17,5:20,22.25,21.62,21.69,23.12,21.62,23.19
16/8/17,5:25,22.22,21.56,21.69,23.12,21.56,23.19
16/8/17,5:30,22.22,21.62,21.62,23.12,21.56,23.19
16/8/17,5:35,22.20,21.56,21.62,23.06,21.56,23.19
16/8/17,5:40,22.19,21.56,21.56,23.12,21.56,23.12
16/8/17,5:45,22.17,21.56,21.56,23.06,21.56,23.12
16/8/17,5:50,22.17,21.56,21.56,23.06,21.56,23.12
16/8/17,5:55,22.16,21.56,21.56,23.00,21.56,23.12
16/8/17,6:00,22.15,21.56,21.56,23.06,21.50,23.06
16/8/17,6:05,22.12,21.50,21.56,23.00,21.50,23.06
16/8/17,6:10,22.16,21.56,21.62,23.00,21.50,23.12
16/8/17,6:15,22.17,21.56,21.69,23.00,21.50,23.12
16/8/17,6:20,22.19,21.56,21.62,23.06,21.56,23.12
16/8/17,6:25,22.21,21.56,21.69,23.06,21.62,23.12
16/8/17,6:30,22.24,21.62,21.69,23.06,21.62,23.19
16/8/17,6:35,22.25,21.62,21.69,23.06,21.69,23.19
16/8/17,6:40,22.25,21.62,21.69,23.06,21.69,23.19
16/8/17,6:45,22.26,21.62,21.69,23.06,21.69,23.25
16/8/17,6:50,22.25,21.62,21.69,23.06,21.69,23.19
16/8/17,6:55,22.26,21.62,21.75,23.06,21.69,23.19
16/8/17,7:00,22.26,21.62,21.69,23.06,21.69,23.25
16/8/17,7:05,22.29,21.62,21.75,23.12,21.69,23.25
16/8/17,7:10,22.26,21.62,21.69,23.06,21.69,23.25
16/8/17,7:15,22.26,21.62,21.69,23.06,21.69,23.25
16/8/17,7:20,22.29,21.62,21.69,23.06,21.75,23.31
16/8/17,7:25,22.27,21.69,21.69,23.06,21.69,23.25
16/8/17,7:30,22.27,21.62,21.69,23.06,21.75,23.25
16/8/17,7:35,22.27,21.62,21.69,23.06,21.69,23.31
16/8/17,7:40,22.25,21.62,21.69,23.06,21.69,23.19
16/8/17,7:45,22.30,21.69,21.69,23.06,21.75,23.31
16/8/17,7:50,22.34,21.69,21.75,23.06,21.81,23.37
16/8/17,7:55,22.30,21.69,21.69,23.06,21.75,23.31
16/8/17,8:00,22.35,21.69,21.75,23.06,21.81,23.44
16/8/17,8:05,22.35,21.75,21.75,23.12,21.75,23.37
16/8/17,8:10,22.32,21.69,21.75,23.12,21.75,23.31
16/8/17,8:15,22.42,21.69,21.75,23.19,21.94,23.56
16/8/17,8:35,22.19,21.56,21.69,23.06,21.62,23.00
16/8/17,8:40,22.20,21.56,21.62,23.06,21.69,23.06
16/8/17,8:45,22.25,21.62,21.69,23.12,21.69,23.12
16/8/17,8:50,22.34,21.75,21.75,23.12,21.81,23.25
16/8/17,8:55,22.32,21.69,21.75,23.19,21.81,23.19
16/8/17,9:00,22.40,21.75,21.87,23.31,21.87,23.19
16/8/17,9:05,22.51,21.87,21.94,23.44,22.00,23.31
16/8/17,9:10,22.52,21.87,22.06,23.50,21.94,23.25
16/8/17,9:15,22.56,21.87,22.06,23.56,22.00,23.31
16/8/17,9:20,22.59,21.94,22.06,23.56,22.00,23.37
16/8/17,9:25,22.60,21.94,22.06,23.56,22.00,23.44
16/8/17,9:30,22.57,22.00,22.06,23.50,22.00,23.31
16/8/17,9:35,22.60,22.00,22.06,23.50,22.06,23.37
16/8/17,9:40,22.60,22.00,22.06,23.56,22.00,23.37
16/8/17,9:45,22.65,22.06,22.12,23.56,22.06,23.44
16/8/17,9:50,22.74,22.12,22.19,23.62,22.19,23.56
16/8/17,9:55,22.76,22.12,22.25,23.75,22.19,23.50
16/8/17,10:00,22.65,22.00,22.19,23.62,22.06,23.37
16/8/17,10:05,22.69,22.00,22.19,23.69,22.12,23.44
16/8/17,10:10,22.69,22.06,22.19,23.62,22.12,23.44
16/8/17,10:15,22.71,22.19,22.12,23.62,22.12,23.50
16/8/17,10:20,22.74,22.19,22.12,23.62,22.19,23.56
16/8/17,10:25,22.77,22.19,22.25,23.69,22.19,23.56
16/8/17,10:30,22.77,22.25,22.19,23.69,22.19,23.56
16/8/17,10:35,22.87,22.25,22.31,23.81,22.31,23.69
16/8/17,10:40,22.85,22.19,22.37,23.81,22.25,23.62
16/8/17,10:45,22.79,22.19,22.31,23.75,22.19,23.50
16/8/17,10:50,22.75,22.12,22.25,23.69,22.19,23.50
16/8/17,10:55,22.75,22.19,22.19,23.69,22.19,23.50
16/8/17,11:00,22.74,22.19,22.19,23.62,22.19,23.50
16/8/17,11:05,22.71,22.19,22.12,23.62,22.12,23.50
16/8/17,11:10,22.77,22.19,22.25,23.75,22.25,23.44
16/8/17,11:15,22.77,22.12,22.31,23.75,22.19,23.50
16/8/17,11:20,22.79,22.19,22.25,23.75,22.19,23.56
16/8/17,11:25,22.66,22.06,22.19,23.62,22.06,23.37
16/8/17,11:30,22.72,22.12,22.25,23.69,22.12,23.44
16/8/17,11:35,22.75,22.19,22.25,23.62,22.19,23.50
16/8/17,11:40,22.72,22.06,22.25,23.69,22.19,23.44
16/8/17,11:45,22.85,22.25,22.31,23.75,22.31,23.62
16/8/17,11:50,22.95,22.37,22.44,23.81,22.44,23.69
16/8/17,11:55,22.92,22.31,22.44,23.87,22.37,23.62
16/8/17,12:00,23.02,22.37,22.56,24.06,22.37,23.75
16/8/17,12:05,23.02,22.37,22.56,24.06,22.44,23.69
16/8/17,12:10,23.07,22.50,22.56,24.00,22.50,23.81
16/8/17,12:15,23.02,22.44,22.50,24.00,22.44,23.75
16/8/17,14:05,22.84,22.50,22.44,23.44,22.56,23.25
16/8/17,14:10,22.92,22.69,22.50,23.50,22.62,23.31
16/8/17,14:15,22.92,22.69,22.50,23.50,22.62,23.31
16/8/17,14:20,22.99,22.75,22.56,23.56,22.69,23.37
16/8/17,14:25,23.01,22.81,22.56,23.56,22.69,23.44
16/8/17,14:30,23.05,22.81,22.62,23.56,22.81,23.44
16/8/17,14:35,22.96,22.69,22.56,23.56,22.62,23.37
16/8/17,14:40,23.06,22.81,22.62,23.62,22.75,23.50
16/8/17,14:45,23.09,22.69,22.69,23.69,22.81,23.56
16/8/17,14:50,23.25,22.87,22.75,23.69,23.25,23.69
16/8/17,14:55,23.22,22.87,22.69,23.62,23.37,23.56
16/8/17,15:00,23.27,22.94,22.69,23.69,23.44,23.62
16/8/17,15:05,23.50,23.06,22.81,23.81,23.94,23.87
16/8/17,15:10,23.26,22.81,22.69,23.69,23.50,23.62
16/8/17,15:15,23.44,23.00,22.81,23.81,23.81,23.75
16/8/17,15:20,23.51,23.00,22.87,23.87,23.94,23.87
16/8/17,15:25,23.70,23.25,23.00,24.00,24.19,24.06
16/8/17,15:30,23.51,22.94,22.87,23.94,24.00,23.81
16/8/17,15:35,23.21,22.69,22.69,23.69,23.44,23.56
16/8/17,15:40,23.22,22.69,22.62,23.62,23.62,23.56
16/8/17,15:45,23.19,22.62,22.56,23.62,23.62,23.50
16/8/17,15:50,23.34,22.81,22.75,23.81,23.62,23.69
16/8/17,15:55,23.22,22.75,22.69,23.75,23.31,23.62
16/8/17,16:00,23.37,23.00,22.81,23.94,23.37,23.75
