Date,Time,Average,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18
17/9/19,1:20,19.57,19.50,19.69,19.62,19.62,19.56,19.75,19.50,19.25,19.69,19.62,19.56,19.62,19.50,19.56,19.44,19.50,19.50,19.75
17/9/19,1:25,19.55,19.50,19.69,19.62,19.62,19.50,19.69,19.50,19.19,19.69,19.56,19.56,19.62,19.50,19.50,19.44,19.50,19.44,19.75
17/9/19,1:30,19.53,19.44,19.62,19.56,19.62,19.50,19.69,19.50,19.19,19.69,19.56,19.50,19.62,19.50,19.50,19.37,19.50,19.44,19.69
17/9/19,1:35,19.52,19.44,19.62,19.56,19.62,19.50,19.69,19.50,19.19,19.69,19.56,19.50,19.62,19.50,19.50,19.37,19.50,19.44,19.62
17/9/19,1:40,19.51,19.44,19.62,19.56,19.56,19.50,19.69,19.50,19.19,19.62,19.56,19.50,19.56,19.50,19.50,19.37,19.50,19.44,19.62
17/9/19,1:45,19.48,19.37,19.62,19.50,19.56,19.50,19.62,19.44,19.19,19.62,19.50,19.44,19.56,19.44,19.44,19.37,19.44,19.44,19.62
17/9/19,1:50,19.47,19.37,19.62,19.50,19.56,19.44,19.62,19.44,19.19,19.62,19.50,19.44,19.56,19.44,19.44,19.31,19.44,19.37,19.56
17/9/19,1:55,19.46,19.37,19.56,19.50,19.56,19.44,19.62,19.44,19.12,19.56,19.50,19.44,19.56,19.44,19.44,19.31,19.44,19.37,19.56
17/9/19,2:00,19.45,19.31,19.56,19.44,19.50,19.44,19.62,19.44,19.12,19.56,19.50,19.44,19.56,19.44,19.44,19.31,19.44,19.37,19.56
17/9/19,2:05,19.43,19.31,19.56,19.44,19.50,19.44,19.62,19.37,19.12,19.56,19.44,19.44,19.50,19.37,19.44,19.25,19.44,19.37,19.56
17/9/19,2:10,19.40,19.31,19.50,19.44,19.50,19.37,19.56,19.37,19.06,19.50,19.44,19.37,19.50,19.37,19.37,19.25,19.37,19.31,19.56
17/9/19,2:15,19.40,19.31,19.50,19.44,19.50,19.37,19.56,19.37,19.06,19.50,19.44,19.37,19.50,19.37,19.37,19.25,19.37,19.31,19.56
17/9/19,2:20,19.39,19.31,19.50,19.44,19.44,19.37,19.56,19.31,19.06,19.50,19.44,19.37,19.50,19.37,19.37,19.25,19.37,19.31,19.56
17/9/19,2:25,19.39,19.25,19.50,19.44,19.50,19.37,19.56,19.31,19.06,19.50,19.44,19.37,19.50,19.37,19.37,19.25,19.37,19.31,19.56
17/9/19,2:30,19.37,19.25,19.50,19.44,19.44,19.37,19.50,19.31,19.06,19.50,19.37,19.37,19.44,19.31,19.37,19.19,19.31,19.31,19.56
17/9/19,2:35,19.36,19.25,19.50,19.37,19.44,19.31,19.50,19.31,19.06,19.50,19.37,19.37,19.44,19.31,19.31,19.19,19.31,19.31,19.56
17/9/19,2:40,19.35,19.25,19.44,19.37,19.44,19.31,19.50,19.31,19.06,19.50,19.37,19.37,19.44,19.31,19.31,19.19,19.31,19.25,19.50
17/9/19,2:45,19.35,19.25,19.44,19.37,19.44,19.31,19.50,19.31,19.06,19.50,19.37,19.37,19.44,19.31,19.31,19.19,19.31,19.25,19.50
17/9/19,2:50,19.34,19.25,19.44,19.37,19.44,19.31,19.50,19.31,19.00,19.44,19.37,19.31,19.44,19.31,19.31,19.19,19.31,19.25,19.50
17/9/19,2:55,19.33,19.25,19.44,19.37,19.44,19.31,19.50,19.31,19.00,19.44,19.37,19.31,19.37,19.31,19.31,19.19,19.31,19.25,19.50
17/9/19,3:00,19.33,19.25,19.44,19.37,19.37,19.31,19.50,19.25,19.00,19.44,19.37,19.31,19.37,19.31,19.31,19.19,19.31,19.25,19.50
17/9/19,3:05,19.32,19.19,19.44,19.37,19.37,19.31,19.50,19.25,19.00,19.44,19.37,19.31,19.37,19.31,19.31,19.19,19.31,19.25,19.44
17/9/19,3:10,19.30,19.19,19.44,19.31,19.37,19.31,19.44,19.25,19.00,19.44,19.31,19.31,19.37,19.31,19.25,19.12,19.25,19.25,19.44
17/9/19,3:15,19.30,19.19,19.44,19.31,19.37,19.31,19.44,19.25,19.00,19.44,19.31,19.31,19.37,19.31,19.25,19.12,19.25,19.25,19.44
17/9/19,3:20,19.28,19.19,19.37,19.31,19.37,19.25,19.44,19.25,19.00,19.44,19.31,19.31,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:25,19.28,19.19,19.37,19.31,19.37,19.25,19.44,19.25,19.00,19.44,19.31,19.25,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:30,19.28,19.19,19.37,19.31,19.37,19.25,19.44,19.19,19.00,19.44,19.31,19.31,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:35,19.28,19.19,19.37,19.31,19.37,19.25,19.44,19.25,19.00,19.44,19.31,19.25,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:40,19.28,19.19,19.37,19.31,19.37,19.25,19.44,19.25,19.00,19.44,19.31,19.25,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:45,19.27,19.19,19.37,19.31,19.31,19.25,19.44,19.19,18.94,19.44,19.31,19.25,19.37,19.25,19.25,19.12,19.25,19.19,19.44
17/9/19,3:50,19.25,19.19,19.37,19.25,19.31,19.25,19.44,19.19,18.94,19.37,19.31,19.25,19.31,19.25,19.25,19.12,19.19,19.19,19.37
17/9/19,3:55,19.24,19.12,19.37,19.25,19.31,19.25,19.44,19.19,18.94,19.37,19.25,19.25,19.31,19.25,19.19,19.12,19.19,19.19,19.37
17/9/19,4:00,19.24,19.12,19.37,19.25,19.31,19.25,19.37,19.19,18.94,19.37,19.25,19.25,19.31,19.25,19.19,19.06,19.19,19.19,19.37
17/9/19,4:05,19.22,19.12,19.37,19.25,19.31,19.19,19.37,19.19,18.87,19.37,19.25,19.25,19.31,19.19,19.19,19.06,19.19,19.12,19.37
17/9/19,4:10,19.22,19.12,19.31,19.25,19.31,19.19,19.37,19.19,18.94,19.31,19.25,19.19,19.31,19.19,19.19,19.06,19.19,19.12,19.37
17/9/19,4:15,19.20,19.12,19.31,19.25,19.31,19.19,19.37,19.12,18.87,19.31,19.25,19.19,19.25,19.19,19.19,19.06,19.19,19.12,19.31
17/9/19,4:20,19.19,19.06,19.31,19.19,19.31,19.19,19.37,19.12,18.87,19.31,19.25,19.19,19.25,19.19,19.19,19.06,19.19,19.12,19.31
17/9/19,4:25,19.18,19.06,19.31,19.19,19.25,19.19,19.37,19.12,18.87,19.31,19.25,19.19,19.25,19.19,19.12,19.06,19.12,19.12,19.31
17/9/19,4:30,19.16,19.06,19.31,19.19,19.25,19.12,19.31,19.12,18.87,19.31,19.19,19.12,19.25,19.12,19.12,19.00,19.12,19.12,19.31
17/9/19,4:35,19.15,19.06,19.25,19.19,19.25,19.12,19.31,19.12,18.87,19.25,19.19,19.12,19.25,19.12,19.12,19.00,19.12,19.06,19.31
17/9/19,4:40,19.14,19.06,19.25,19.19,19.19,19.12,19.31,19.12,18.81,19.25,19.19,19.12,19.25,19.12,19.12,19.00,19.12,19.06,19.25
17/9/19,4:45,19.13,19.00,19.25,19.12,19.25,19.12,19.31,19.12,18.81,19.25,19.12,19.06,19.25,19.12,19.12,19.00,19.12,19.06,19.25
17/9/19,4:50,19.11,19.00,19.25,19.12,19.19,19.06,19.25,19.06,18.75,19.25,19.12,19.06,19.19,19.12,19.12,18.94,19.12,19.06,19.25
17/9/19,4:55,19.09,19.00,19.25,19.12,19.19,19.06,19.25,19.06,18.75,19.19,19.12,19.06,19.19,19.12,19.06,18.94,19.06,19.00,19.19
17/9/19,5:00,19.08,19.00,19.19,19.12,19.19,19.06,19.25,19.06,18.75,19.19,19.12,19.06,19.19,19.06,19.06,18.94,19.06,19.00,19.19
17/9/19,5:05,19.07,18.94,19.19,19.06,19.12,19.06,19.25,19.06,18.75,19.19,19.12,19.00,19.19,19.06,19.06,18.94,19.06,19.00,19.19
17/9/19,5:10,19.06,18.94,19.19,19.06,19.12,19.06,19.25,19.00,18.75,19.19,19.12,19.00,19.12,19.06,19.06,18.87,19.06,19.00,19.19
17/9/19,5:15,19.04,18.94,19.19,19.00,19.12,19.06,19.19,19.00,18.69,19.12,19.06,19.00,19.12,19.06,19.06,18.87,19.06,19.00,19.12
17/9/19,5:20,19.02,18.94,19.12,19.00,19.12,19.00,19.19,19.00,18.69,19.12,19.06,18.94,19.12,19.06,19.00,18.87,19.00,18.94,19.12
17/9/19,5:25,19.01,18.87,19.12,19.00,19.06,19.00,19.19,19.00,18.69,19.12,19.06,18.94,19.12,19.00,19.00,18.87,19.00,18.94,19.12
17/9/19,5:30,19.00,18.87,19.12,19.00,19.06,19.00,19.19,18.94,18.69,19.12,19.06,18.94,19.12,19.00,19.00,18.81,19.00,18.94,19.12
17/9/19,5:35,18.99,18.87,19.12,18.94,19.06,19.00,19.12,18.94,18.69,19.12,19.00,18.94,19.06,19.00,19.00,18.81,19.00,18.94,19.12
17/9/19,5:40,18.98,18.87,19.06,18.94,19.06,19.00,19.12,18.94,18.69,19.12,19.00,18.94,19.06,19.00,18.94,18.81,18.94,18.94,19.12
17/9/19,5:45,18.97,18.87,19.06,18.94,19.06,18.94,19.12,18.94,18.69,19.12,19.00,18.94,19.06,18.94,18.94,18.81,18.94,18.87,19.12
17/9/19,5:50,18.95,18.81,19.06,18.94,19.06,18.94,19.12,18.94,18.62,19.12,19.00,18.94,19.06,18.94,18.94,18.81,18.94,18.87,19.06
17/9/19,5:55,18.95,18.87,19.06,18.94,19.06,18.94,19.12,18.87,18.62,19.06,19.00,18.94,19.06,18.94,18.94,18.81,18.94,18.87,19.06
17/9/19,6:00,18.93,18.81,19.06,18.87,19.00,18.94,19.12,18.87,18.62,19.06,19.00,18.87,19.06,18.94,18.94,18.75,18.94,18.87,19.00
17/9/19,6:05,18.90,18.81,19.06,18.87,19.00,18.94,19.12,18.87,18.56,19.00,18.94,18.81,19.00,18.94,18.87,18.75,18.94,18.81,18.94
17/9/19,6:10,18.86,18.75,19.00,18.81,18.94,18.87,19.06,18.87,18.50,19.00,18.94,18.75,19.00,18.87,18.87,18.69,18.87,18.81,18.87
17/9/19,6:15,18.84,18.69,19.00,18.81,18.94,18.81,19.00,18.81,18.50,18.94,18.87,18.75,19.00,18.87,18.87,18.69,18.87,18.81,18.94
17/9/19,6:20,18.86,18.69,18.94,18.87,18.94,18.87,19.00,18.81,18.56,19.00,18.87,18.81,18.94,18.87,18.87,18.69,18.87,18.81,19.00
17/9/19,6:25,18.86,18.75,19.00,18.87,18.94,18.87,19.00,18.81,18.56,19.00,18.87,18.81,18.94,18.87,18.87,18.69,18.87,18.81,19.00
17/9/19,6:30,18.91,18.75,19.00,18.94,18.94,18.94,19.06,18.81,18.75,19.06,18.87,18.94,18.94,18.87,18.87,18.69,18.87,18.81,19.19
17/9/19,6:35,18.93,18.81,19.00,18.94,19.00,18.94,19.06,18.81,18.75,19.12,18.94,19.00,19.00,18.94,18.87,18.75,18.87,18.81,19.19
17/9/19,6:40,18.93,18.87,19.00,18.94,19.00,18.94,19.06,18.81,18.75,19.12,18.94,18.94,19.00,18.94,18.87,18.75,18.87,18.81,19.12
17/9/19,6:45,18.95,18.87,19.06,18.94,19.06,18.94,19.12,18.81,18.75,19.12,19.00,19.00,19.00,18.94,18.87,18.75,18.87,18.87,19.12
17/9/19,6:50,18.97,18.87,19.06,19.00,19.06,19.00,19.12,18.87,18.75,19.12,19.00,19.00,19.00,18.94,18.87,18.81,18.87,18.87,19.19
17/9/19,6:55,18.99,18.87,19.06,19.00,19.06,19.00,19.12,18.87,18.81,19.19,19.00,19.06,19.06,18.94,18.87,18.81,18.94,18.87,19.19
17/9/19,7:00,19.02,18.94,19.06,19.00,19.06,19.06,19.19,18.87,18.81,19.19,19.00,19.12,19.06,19.00,18.94,18.87,18.94,18.87,19.31
17/9/19,7:05,19.04,18.94,19.12,19.06,19.12,19.06,19.19,18.87,18.87,19.25,19.06,19.12,19.06,19.00,18.94,18.87,18.94,18.94,19.31
17/9/19,7:10,19.07,19.00,19.12,19.06,19.12,19.12,19.19,18.94,18.87,19.25,19.06,19.19,19.12,19.06,18.94,18.94,19.00,18.94,19.31
17/9/19,7:15,19.10,19.06,19.19,19.06,19.19,19.12,19.25,18.94,18.94,19.31,19.12,19.25,19.12,19.06,18.94,18.94,19.00,19.00,19.37
17/9/19,7:20,19.13,19.06,19.19,19.12,19.19,19.19,19.25,18.94,19.00,19.37,19.12,19.25,19.12,19.06,19.00,19.00,19.00,19.00,19.44
17/9/19,7:25,19.19,19.12,19.25,19.19,19.25,19.25,19.31,19.00,19.12,19.37,19.19,19.37,19.19,19.12,19.00,19.00,19.06,19.06,19.56
17/9/19,7:30,19.30,19.25,19.31,19.25,19.37,19.37,19.44,19.00,19.37,19.56,19.25,19.56,19.25,19.25,19.06,19.12,19.12,19.12,19.75
17/9/19,7:35,19.41,19.37,19.37,19.31,19.50,19.50,19.50,19.06,19.56,19.69,19.37,19.69,19.37,19.37,19.19,19.25,19.19,19.25,19.87
17/9/19,7:40,19.52,19.50,19.50,19.37,19.62,19.62,19.62,19.19,19.69,19.81,19.50,19.87,19.44,19.50,19.25,19.31,19.25,19.31,20.06
17/9/19,7:45,19.64,19.62,19.62,19.50,19.75,19.75,19.75,19.25,19.87,19.94,19.62,19.94,19.56,19.56,19.31,19.44,19.37,19.44,20.12
17/9/19,7:50,19.75,19.75,19.69,19.56,19.87,19.87,19.87,19.31,20.00,20.12,19.69,20.12,19.69,19.69,19.37,19.56,19.50,19.56,20.25
17/9/19,7:55,19.86,19.87,19.81,19.69,19.94,20.00,20.00,19.44,20.12,20.25,19.81,20.25,19.75,19.81,19.44,19.69,19.56,19.69,20.37
17/9/19,8:00,19.95,20.00,19.87,19.75,20.06,20.06,20.12,19.50,20.12,20.31,19.94,20.31,19.87,19.87,19.56,19.81,19.69,19.75,20.44
17/9/19,8:05,20.01,20.06,20.00,19.81,20.12,20.12,20.19,19.62,20.19,20.37,20.00,20.31,19.94,19.94,19.62,19.87,19.75,19.81,20.50
17/9/19,8:10,20.08,20.12,20.06,19.81,20.19,20.25,20.25,19.69,20.19,20.44,20.06,20.44,20.00,20.00,19.69,19.94,19.81,19.87,20.56
17/9/19,8:15,20.15,20.19,20.12,19.87,20.25,20.31,20.31,19.75,20.31,20.50,20.19,20.50,20.06,20.06,19.81,20.00,19.87,19.94,20.69
17/9/19,8:20,20.21,20.25,20.19,19.94,20.31,20.37,20.37,19.81,20.31,20.56,20.25,20.56,20.12,20.12,19.87,20.06,19.94,20.00,20.75
17/9/19,8:25,20.27,20.31,20.25,20.00,20.37,20.44,20.44,19.87,20.37,20.62,20.31,20.62,20.19,20.19,19.94,20.12,20.00,20.06,20.81
