Date,Time,Average,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5
17/8/18,11:50,22.69,22.44,22.37,23.31,22.19,23.12
17/8/18,11:55,22.77,22.50,22.50,23.44,22.25,23.19
17/8/18,12:00,22.84,22.62,22.56,23.50,22.25,23.25
17/8/18,12:05,22.81,22.56,22.56,23.56,22.19,23.19
17/8/18,12:10,22.84,22.62,22.62,23.56,22.19,23.19
17/8/18,12:15,22.86,22.62,22.62,23.62,22.19,23.25
17/8/18,12:20,22.81,22.56,22.56,23.62,22.12,23.19
17/8/18,12:25,22.81,22.56,22.56,23.62,22.19,23.12
17/8/18,12:30,22.79,22.56,22.56,23.62,22.12,23.06
17/8/18,12:35,22.80,22.56,22.62,23.62,22.12,23.06
17/8/18,12:40,22.62,22.50,22.50,23.50,21.81,22.81
17/8/18,12:45,22.60,22.37,22.44,23.50,21.87,22.81
17/8/18,12:50,22.59,22.37,22.44,23.44,21.87,22.81
17/8/18,12:55,22.65,22.44,22.44,23.44,22.00,22.94
17/8/18,13:00,22.75,22.50,22.50,23.44,22.19,23.12
17/8/18,13:05,22.75,22.50,22.44,23.50,22.19,23.12
17/8/18,13:10,22.82,22.62,22.56,23.50,22.25,23.19
17/8/18,13:15,22.85,22.62,22.56,23.50,22.31,23.25
17/8/18,13:20,22.77,22.56,22.56,23.50,22.19,23.06
17/8/18,13:25,22.89,22.69,22.62,23.56,22.31,23.25
17/8/18,13:30,23.02,22.81,22.75,23.62,22.50,23.44
17/8/18,13:35,23.06,22.87,22.81,23.69,22.50,23.44
17/8/18,13:40,23.04,22.81,22.81,23.75,22.44,23.37
17/8/18,13:45,23.04,22.87,22.81,23.75,22.37,23.37
17/8/18,13:50,22.99,22.81,22.81,23.75,22.31,23.25
17/8/18,13:55,23.05,22.81,22.81,23.81,22.44,23.37
17/8/18,14:00,23.09,22.87,22.81,23.81,22.50,23.44
17/8/18,14:05,23.12,22.94,22.87,23.81,22.50,23.50
17/8/18,14:10,23.16,22.94,22.87,23.87,22.56,23.56
17/8/18,14:15,23.16,22.94,22.94,23.87,22.56,23.50
17/8/18,14:20,23.20,23.00,23.00,23.87,22.56,23.56
17/8/18,14:25,23.17,22.94,22.94,23.94,22.56,23.50
17/8/18,14:30,23.16,22.87,22.94,23.87,22.56,23.56
17/8/18,14:35,23.24,23.06,23.00,23.87,22.62,23.62
17/8/18,14:40,23.22,23.06,23.00,23.87,22.62,23.56
17/8/18,14:45,23.19,23.00,23.00,23.87,22.56,23.50
17/8/18,14:50,23.21,23.00,23.00,23.87,22.62,23.56
17/8/18,14:55,23.26,23.06,23.00,23.94,22.69,23.62
17/8/18,15:00,23.24,23.00,23.00,23.94,22.69,23.56
17/8/18,15:05,23.22,23.00,23.00,23.94,22.62,23.56
17/8/18,15:10,23.19,23.00,23.00,23.94,22.50,23.50
17/8/18,15:15,23.11,23.00,23.00,23.87,22.37,23.31
17/8/18,15:20,23.10,23.00,22.94,23.87,22.37,23.31
17/8/18,15:25,23.07,22.94,22.87,23.87,22.37,23.31
17/8/18,15:30,23.21,23.00,23.00,23.94,22.56,23.56
